breach_id,detected_at,event_id,user_id,user_role,action,resource,flags,severity,severity_level,notify_by,notify_hrs,records_at_risk,phi_elements,notify_hhs,notify_media,status,description
BRH000142,2026-06-07T16:07:33.047549,EVT00000460,USR001,PHYSICIAN,FAILED_LOGIN,PATIENT_DEMOGRAPHICS,['FAILED_AUTHENTICATION'],MEDIUM,2,2026-06-14T16:07:33.047549,168,12,"['Patient Name', 'Date of Birth', 'Medical Record Number']",False,False,OPEN,Notify within 7 days
BRH000143,2026-06-07T16:07:33.047549,EVT00000462,USR001,PHYSICIAN,DELETE,PATIENT_DEMOGRAPHICS,['PHI_DELETION_ATTEMPT'],HIGH,3,2026-06-10T16:07:33.047549,72,12,"['Patient Name', 'Date of Birth', 'Medical Record Number']",False,False,OPEN,Notify within 72 hours
BRH000144,2026-06-07T16:07:33.047549,EVT00000463,USR008,EXTERNAL,LOGOUT,CLINICAL_NOTES,['EXTERNAL_CLINICAL_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.047549,24,18,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Immediate notification required
BRH000145,2026-06-07T16:07:33.047549,EVT00000465,USR005,ADMIN,EXPORT,PRESCRIPTIONS,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.047549,24,8,"['Patient Name', 'Date of Birth', 'Medical Record Number']",False,False,OPEN,Immediate notification required
BRH000146,2026-06-07T16:07:33.047549,EVT00000466,USR008,EXTERNAL,EXPORT,PRESCRIPTIONS,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.047549,24,20,"['Patient Name', 'Date of Birth', 'Medical Record Number']",False,False,OPEN,Immediate notification required
BRH000147,2026-06-07T16:07:33.047549,EVT00000469,USR002,NURSE,FAILED_LOGIN,LAB_RESULTS,['FAILED_AUTHENTICATION'],MEDIUM,2,2026-06-14T16:07:33.047549,168,13,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Notify within 7 days
BRH000148,2026-06-07T16:07:33.047549,EVT00000472,USR002,NURSE,FAILED_LOGIN,PRESCRIPTIONS,['FAILED_AUTHENTICATION'],MEDIUM,2,2026-06-14T16:07:33.047549,168,15,"['Patient Name', 'Date of Birth', 'Medical Record Number']",False,False,OPEN,Notify within 7 days
BRH000149,2026-06-07T16:07:33.047549,EVT00000473,USR007,IT_SUPPORT,READ,IMAGING_REPORTS,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.047549,24,7,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Immediate notification required
BRH000150,2026-06-07T16:07:33.047549,EVT00000479,USR003,DATA_ANALYST,UPDATE,CLINICAL_NOTES,['CLEARANCE_EXCEEDED'],HIGH,3,2026-06-10T16:07:33.047549,72,37,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Notify within 72 hours
BRH000151,2026-06-07T16:07:33.047549,EVT00000483,USR007,IT_SUPPORT,READ,DISCHARGE_SUMMARY,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.047549,24,1,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Immediate notification required
BRH000152,2026-06-07T16:07:33.047549,EVT00000488,USR005,ADMIN,READ,IMAGING_REPORTS,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.047549,24,5,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Immediate notification required
BRH000153,2026-06-07T16:07:33.047549,EVT00000490,USR005,ADMIN,UNAUTHORIZED_ACCESS,LAB_RESULTS,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.047549,24,12,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Immediate notification required
BRH000154,2026-06-07T16:07:33.047549,EVT00000493,USR006,RESEARCHER,DELETE,PATIENT_DEMOGRAPHICS,['PHI_DELETION_ATTEMPT'],HIGH,3,2026-06-10T16:07:33.047549,72,14,"['Patient Name', 'Date of Birth', 'Medical Record Number']",False,False,OPEN,Notify within 72 hours
BRH000155,2026-06-07T16:07:33.047549,EVT00000498,USR007,IT_SUPPORT,READ,DISCHARGE_SUMMARY,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.047549,24,9,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Immediate notification required
